Value,AFRICA_2024_DynamicWorld_2024_37PBS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBS_M_R,AFRICA_2024_GSW_Yearly_2021_37PBS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBS_M_R,AFRICA_2024_WorldCover_2021_37PBS_M_R
364,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
365,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
366,Cropland,NULL,Forest,Water,Non_Wetland,Water
367,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
368,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
369,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
370,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
371,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
372,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
373,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
374,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
375,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
381,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
382,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
383,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
384,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
385,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
386,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
387,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
388,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
389,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
390,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
391,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
392,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
393,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
394,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
395,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
396,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
397,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
398,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
399,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
400,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
401,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
402,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
403,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
404,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
405,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
406,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
407,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
408,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
409,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
410,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
411,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
412,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
413,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
414,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
415,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
416,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
417,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
418,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
419,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
420,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
421,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
422,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
423,Cropland,Cropland,Wetland,Water,Wetland,Cropland
424,Cropland,Cropland,Wetland,Water,Wetland,Bareland
425,Cropland,Cropland,Wetland,Water,Wetland,Water
426,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
427,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
428,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
429,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
430,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
431,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
432,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
433,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
434,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
435,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
436,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
437,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
438,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
439,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
440,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
441,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
442,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
443,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
444,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
445,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
446,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
447,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
450,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
451,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
452,Cropland,Cropland,Water,Water,Water,Grassland
453,Cropland,Cropland,Water,Water,Water,Water
454,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
455,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
457,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
458,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
459,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
460,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
461,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
462,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
463,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
464,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
465,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
466,Cropland,Cropland,Forest,Water,Non_Wetland,Water
467,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
468,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
469,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
470,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
472,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
473,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
474,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
475,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
476,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
477,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
478,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
479,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
480,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
481,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
482,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
483,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
484,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
485,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
486,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
487,Cropland,Bareland,Wetland,Water,Wetland,Water
488,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
489,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
490,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
491,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
492,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
493,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
494,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
495,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
496,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
497,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
498,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
499,Cropland,Bareland,Water,Water,Water,Water
500,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
501,Cropland,Bareland,Forest,Water,Non_Wetland,Cropland
502,Cropland,Bareland,Forest,Water,Non_Wetland,Water
503,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
504,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
505,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
506,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
507,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
508,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
509,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
510,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
511,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
512,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
513,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
514,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
515,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
516,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
517,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
518,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
519,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
520,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
521,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
522,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
523,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
524,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
525,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
526,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
527,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
528,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
529,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
530,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
531,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
532,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
533,Cropland,Water,NULL,NULL,Non_Wetland,Forest
534,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
535,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
536,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
537,Cropland,Water,Shrubland,Water,Non_Wetland,Water
538,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
539,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
540,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
541,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
542,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
543,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
544,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
545,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
546,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
547,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
548,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
549,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
550,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
551,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
552,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
553,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
554,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
555,Cropland,Water,Cropland,Water,Non_Wetland,Water
556,Cropland,Water,Wetland,Water,Wetland,Cropland
557,Cropland,Water,Wetland,Water,Wetland,Water
558,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
559,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
560,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
561,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
562,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
563,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
564,Cropland,Water,Bareland,Water,Non_Wetland,Water
565,Cropland,Water,Water,Water,Water,Water
566,Cropland,Water,Forest,NULL,Non_Wetland,Forest
567,Cropland,Water,Forest,Water,Non_Wetland,Cropland
568,Cropland,Water,Forest,Water,Non_Wetland,Water
569,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
570,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
571,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
572,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
573,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
574,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
575,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
578,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
579,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
580,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
581,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
582,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
583,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
584,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
587,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
588,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
589,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
590,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
591,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
592,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
593,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
594,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
595,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
596,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
597,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
598,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
599,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
600,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
601,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
602,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
603,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
604,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
605,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
606,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
607,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
608,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
609,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
610,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
611,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
612,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
613,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
614,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
615,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
616,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
617,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
618,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
619,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
620,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
621,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
622,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
623,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
624,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
625,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
626,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
627,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
628,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
629,Wetland,NULL,Wetland,Water,Wetland,Water
630,Wetland,NULL,Water,Water,Water,Grassland
631,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
632,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
633,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
634,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
635,Wetland,NULL,Forest,Water,Non_Wetland,Water
636,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
637,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
638,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
639,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
640,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
641,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
642,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
643,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
644,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
645,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
646,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
647,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
648,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
649,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
650,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
651,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
652,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
653,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
654,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
655,Wetland,Cropland,Water,Water,Water,Wetland
656,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
657,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
658,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
659,Wetland,Cropland,Forest,Water,Non_Wetland,Water
660,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
661,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
662,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
663,Wetland,Water,Wetland,Water,Wetland,Water
664,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
665,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
666,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
667,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
668,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
669,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
670,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
671,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
672,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
673,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
676,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
679,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
680,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
681,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
682,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
683,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
684,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
685,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
686,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
687,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
688,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
689,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
690,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
691,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
692,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
693,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
694,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
695,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
696,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
697,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
698,Bareland,NULL,Grassland,Water,Non_Wetland,Water
699,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
700,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
701,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
702,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
703,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
704,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
705,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
706,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
707,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
