Value,AFRICA_2024_DynamicWorld_2024_37PDT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDT_M_R,AFRICA_2024_GSW_Yearly_2021_37PDT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDT_M_R,AFRICA_2024_WorldCover_2021_37PDT_M_R
395,Grassland,Water,Forest,Water,Non_Wetland,Cropland
396,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
397,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
398,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
399,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
400,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
401,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
402,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
403,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
404,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
405,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
406,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
407,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
408,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
409,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
410,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
411,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
412,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
413,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
414,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
415,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
416,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
417,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
418,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
419,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
420,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
421,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
422,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
423,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
424,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
425,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
431,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
432,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
433,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
434,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
435,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
436,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
437,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
438,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
439,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
440,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
441,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
442,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
443,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
444,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
445,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
446,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
447,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
448,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
449,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
450,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
451,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
452,Cropland,NULL,Cropland,Water,Non_Wetland,Water
453,Cropland,NULL,Wetland,NULL,Wetland,Cropland
454,Cropland,NULL,Wetland,Water,Wetland,Water
455,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
456,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
457,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
458,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
459,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
460,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
461,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
462,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
463,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
464,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
465,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
466,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
468,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
469,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
471,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
472,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
473,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
474,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
475,Cropland,NULL,Water,Water,Water,Cropland
476,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
477,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
478,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
479,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
480,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
482,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
483,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
484,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
485,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
486,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
487,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
488,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
489,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
496,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
497,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
498,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
499,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
500,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
501,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
502,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
503,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
504,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
505,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
506,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
512,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
513,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
514,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
515,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
516,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
517,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
518,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
520,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
521,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
522,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
523,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
524,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
525,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
526,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
527,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
528,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
529,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
530,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
531,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
533,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
534,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
535,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
536,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
537,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
538,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
539,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
540,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
541,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
542,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
543,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
544,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
545,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
546,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
547,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
548,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
549,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
550,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
551,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
552,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
553,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Cropland
554,Cropland,Built-up,NULL,Water,Non_Wetland,Cropland
555,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
556,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
557,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
560,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
561,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
562,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
564,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
566,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
567,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
568,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
569,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
570,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
571,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
572,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
573,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
574,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
575,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
576,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
577,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
578,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
579,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
580,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
581,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
582,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
583,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
584,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
585,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
586,Cropland,Built-up,Water,NULL,Water,Cropland
587,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
588,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
589,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
590,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
591,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
592,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
593,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
594,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
595,Cropland,Water,NULL,Water,Non_Wetland,Cropland
596,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
597,Cropland,Water,Shrubland,Water,Non_Wetland,Water
598,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
599,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
600,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
601,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
602,Cropland,Water,Grassland,Water,Non_Wetland,Water
603,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
604,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
605,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
606,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
607,Cropland,Water,Cropland,NULL,Non_Wetland,Water
608,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
609,Cropland,Water,Cropland,Water,Non_Wetland,NULL
610,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
611,Cropland,Water,Wetland,Water,Wetland,Grassland
612,Cropland,Water,Wetland,Water,Wetland,Cropland
613,Cropland,Water,Wetland,Water,Wetland,Water
614,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
615,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
616,Cropland,Water,Bareland,NULL,Non_Wetland,Water
617,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
618,Cropland,Water,Bareland,Water,Non_Wetland,Water
619,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
620,Cropland,Water,Built-up,Non_Water,Non_Wetland,Cropland
621,Cropland,Water,Water,NULL,Water,Cropland
622,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
623,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
624,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
625,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
626,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
627,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
628,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
629,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
630,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
631,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
632,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
633,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
634,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
635,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
636,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
637,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
638,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
639,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
640,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
641,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
642,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
643,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
644,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
645,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
646,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
647,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
648,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
649,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
650,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
651,Cropland,Forest,Built-up,NULL,Non_Wetland,Water
652,Cropland,Forest,Water,NULL,Water,Cropland
653,Cropland,Forest,Water,NULL,Water,Wetland
654,Cropland,Forest,Water,Water,Water,Wetland
655,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
656,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
657,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
658,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
659,Cropland,Forest,Forest,NULL,Non_Wetland,Water
660,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
661,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
662,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
663,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
664,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
665,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
666,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
667,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
668,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
669,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
670,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
671,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
672,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
673,Wetland,Water,NULL,NULL,Non_Wetland,NULL
674,Wetland,Water,NULL,NULL,Non_Wetland,Water
675,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
676,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
677,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
678,Wetland,Water,Wetland,NULL,Wetland,Cropland
679,Wetland,Water,Wetland,Water,Wetland,Cropland
680,Wetland,Water,Wetland,Water,Wetland,Water
681,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
682,Wetland,Water,Water,Non_Water,Water,Water
683,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
684,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
685,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
686,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
687,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
688,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
689,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
690,Wetland,Forest,Water,NULL,Water,Wetland
691,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
692,Wetland,Forest,Forest,NULL,Non_Wetland,Water
693,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
694,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
695,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
696,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
697,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
698,Bareland,NULL,NULL,NULL,Non_Wetland,Water
699,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
700,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
701,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
702,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
703,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
704,Bareland,NULL,NULL,Water,Non_Wetland,Water
705,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
712,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
713,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
714,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
715,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
716,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
717,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
718,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
719,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
720,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
721,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
722,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
723,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
724,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
725,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
726,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
727,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
728,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
729,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
730,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
731,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
732,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
733,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
734,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
735,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
736,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
737,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
738,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
739,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
740,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
741,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
742,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
743,Bareland,NULL,Cropland,Water,Non_Wetland,Water
744,Bareland,NULL,Wetland,NULL,Wetland,Grassland
745,Bareland,NULL,Wetland,NULL,Wetland,Cropland
746,Bareland,NULL,Wetland,NULL,Wetland,Bareland
747,Bareland,NULL,Wetland,Water,Wetland,Grassland
748,Bareland,NULL,Wetland,Water,Wetland,Cropland
749,Bareland,NULL,Wetland,Water,Wetland,Bareland
750,Bareland,NULL,Wetland,Water,Wetland,Water
751,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
752,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
753,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
754,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
755,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
756,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
757,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
758,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
759,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
760,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
761,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
762,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
763,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
764,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
765,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
766,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
767,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
768,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
769,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
770,Bareland,NULL,Bareland,Water,Non_Wetland,Water
771,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
772,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
