Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLE_M_R
307,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
308,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
309,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
310,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
311,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
312,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
313,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
314,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
315,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
316,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
317,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
318,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
319,Wetland,NULL,Water,NULL,Water,Grassland,Water,NULL
320,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
321,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
322,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
323,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
324,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
325,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
326,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
327,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
328,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
329,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
330,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
331,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
332,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
333,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
334,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
335,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
336,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
337,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
338,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
339,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
340,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
341,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
342,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
343,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
344,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
345,Wetland,Wetland,Water,NULL,Water,Grassland,Water,NULL
346,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
347,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
348,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
349,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
350,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
351,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
352,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
353,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
354,Wetland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
355,Wetland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
356,Wetland,Bareland,Water,NULL,Water,Water,Water,NULL
357,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
358,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
359,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
360,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
361,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
362,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
363,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
364,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
365,Wetland,Water,Water,NULL,Water,Water,Water,NULL
366,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
367,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
368,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
369,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
370,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
371,Wetland,Forest,Water,NULL,Water,Wetland,Water,NULL
372,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
373,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
374,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
375,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
376,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
377,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
378,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
379,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
380,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
381,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
382,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
383,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
384,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
385,Bareland,Wetland,Water,NULL,Water,Wetland,Water,NULL
386,Bareland,Wetland,Water,NULL,Water,Water,Water,NULL
387,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
388,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
389,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
390,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
391,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
392,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
393,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
394,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
395,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
396,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
397,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
398,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
399,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
400,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
401,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
402,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water,NULL
403,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
404,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
405,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
406,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
407,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
408,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
409,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Water,NULL
410,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
411,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
412,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
413,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
414,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
415,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
416,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
417,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
418,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
419,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
420,Bareland,Bareland,Water,NULL,Water,Grassland,Water,NULL
421,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
422,Bareland,Bareland,Water,NULL,Water,Wetland,Water,NULL
423,Bareland,Bareland,Water,NULL,Water,Bareland,Water,NULL
424,Bareland,Bareland,Water,NULL,Water,Water,Wetland,NULL
425,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
426,Bareland,Bareland,Water,NULL,Water,Forest,Water,NULL
427,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
428,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
429,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
430,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
431,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
432,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
433,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
434,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
435,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
436,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
437,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
438,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
439,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
440,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
441,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
442,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
443,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
444,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
445,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
446,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
447,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
448,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
449,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
450,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
451,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
452,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
453,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
454,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
455,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
456,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
457,Bareland,Water,Water,NULL,Water,NULL,Water,NULL
458,Bareland,Water,Water,NULL,Water,Grassland,Water,NULL
459,Bareland,Water,Water,NULL,Water,Wetland,Wetland,NULL
460,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
461,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
462,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
463,Bareland,Water,Water,NULL,Water,Water,Water,NULL
464,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
465,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
466,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
467,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
468,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
469,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
470,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
471,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
472,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
473,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
474,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
475,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
476,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
477,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
478,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
479,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
480,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
481,Water,NULL,Water,NULL,Water,Water,Water,NULL
482,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
483,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
484,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
485,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
486,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
487,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
488,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
489,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
490,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
491,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
492,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
493,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
494,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
495,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
496,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
497,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
498,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
499,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
500,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
501,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
502,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
503,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
504,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
505,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
506,Water,Wetland,Water,NULL,Water,Water,Water,NULL
507,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
508,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
509,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
510,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
511,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
512,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
513,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
514,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
515,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
516,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
517,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
518,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
519,Water,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
520,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
521,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
522,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
523,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
524,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
525,Water,Bareland,Wetland,NULL,Wetland,Forest,Wetland,NULL
526,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
527,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
528,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
529,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
530,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
531,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
532,Water,Bareland,Water,NULL,Water,Grassland,Water,NULL
533,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
534,Water,Bareland,Water,NULL,Water,Bareland,Water,NULL
535,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
536,Water,Bareland,Water,NULL,Water,Water,Water,NULL
537,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
538,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
539,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
540,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
541,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
542,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
543,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
544,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
545,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
546,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
547,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
548,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
549,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
550,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
551,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
552,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
553,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
554,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
555,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
556,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
557,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
558,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
559,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
560,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
561,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
562,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
563,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
564,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
565,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
566,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
567,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
568,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
569,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
570,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
571,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
572,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
573,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
574,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
575,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
576,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
577,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
578,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
579,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
580,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
581,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
582,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
583,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,NULL
584,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
585,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
586,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
587,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
588,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
589,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
590,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
591,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
592,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
593,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
594,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
595,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
596,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
597,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
598,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
599,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
600,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
601,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
602,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Built-up,NULL
603,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
604,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
605,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
606,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
607,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
608,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
609,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
610,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
611,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
612,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
613,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
614,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
615,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
616,Water,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
617,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
618,Water,Water,Water,NULL,Water,NULL,Water,NULL
619,Water,Water,Water,NULL,Water,Grassland,Water,NULL
620,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
