Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZF_M_R
303,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
304,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
305,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
306,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
307,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
308,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
309,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
310,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
311,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
312,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
313,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
314,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
315,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
316,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
317,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
318,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
319,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
320,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
321,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
322,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
323,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
324,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
325,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
326,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
327,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
328,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
329,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
330,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
331,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
332,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
333,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
334,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
335,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
336,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
337,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
338,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
339,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
340,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
341,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
342,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
343,Wetland,Water,Water,Water,Water,NULL,NULL,Water
344,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
345,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
346,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
347,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
349,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
351,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
352,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
353,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
355,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
356,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
357,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
359,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
360,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
363,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
364,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
365,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
366,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
367,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
368,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
369,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
370,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
371,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
372,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
373,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
377,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
379,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
380,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
381,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
382,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
383,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
384,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
387,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
389,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
390,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
391,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
392,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
393,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
394,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
395,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
397,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
398,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
399,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
400,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
401,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
402,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
403,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
404,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
407,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
408,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
409,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
411,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
412,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
413,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
414,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
415,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
416,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
417,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
418,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
419,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
423,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
426,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
427,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
428,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
430,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
431,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
432,Bareland,Water,Water,Water,Water,NULL,NULL,Water
433,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
434,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
436,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
437,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
438,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
439,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
440,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
441,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
442,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
446,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
447,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
449,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
450,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
451,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
452,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
454,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
455,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
457,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
458,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
460,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
463,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
464,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
465,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
466,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
467,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
468,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
469,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
470,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
471,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
472,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
473,Water,NULL,Water,Water,Water,NULL,NULL,Water
474,Water,NULL,Water,Water,Water,NULL,NULL,Forest
475,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
477,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
478,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
479,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
480,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
481,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
482,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
483,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
484,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
485,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
486,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
487,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
488,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
489,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
490,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
491,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
492,Water,Wetland,Water,Water,Water,NULL,NULL,Water
493,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
494,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
496,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
497,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
498,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
499,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
500,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
501,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
502,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
503,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
504,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
505,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
506,Water,Bareland,Water,Water,Water,NULL,NULL,Water
507,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
508,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
509,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
510,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
512,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
513,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
514,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
517,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
518,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
520,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
521,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
522,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
523,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
524,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
525,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
526,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
527,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
529,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
531,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
532,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
534,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
535,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
536,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
537,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
539,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
540,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
541,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
542,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
544,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
545,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
546,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
547,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
548,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
549,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
550,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
552,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
553,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
554,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
555,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
556,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
557,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
558,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
559,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
560,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
561,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
563,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
564,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
565,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
566,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
567,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
568,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
569,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
571,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
572,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
573,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
574,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
575,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
576,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
577,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
579,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
580,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
581,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
582,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
583,Water,Water,Water,NULL,Water,NULL,NULL,Water
584,Water,Water,Water,NULL,Water,NULL,NULL,Forest
585,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
586,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
587,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
588,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
589,Water,Water,Water,Water,Water,NULL,NULL,Grassland
590,Water,Water,Water,Water,Water,NULL,NULL,Wetland
591,Water,Water,Water,Water,Water,NULL,NULL,Bareland
592,Water,Water,Water,Water,Water,NULL,NULL,Built-up
593,Water,Water,Water,Water,Water,NULL,NULL,Water
594,Water,Water,Water,Water,Water,NULL,NULL,Forest
595,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
596,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
597,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
598,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
599,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
602,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
604,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
605,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
606,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
607,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
608,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
610,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
612,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
613,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
614,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
