Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEE_M_R
312,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
313,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
314,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
315,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
316,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
317,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
318,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
319,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
320,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
321,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
322,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
323,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
324,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
325,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
326,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
327,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
338,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
339,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
340,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
341,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
342,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
343,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
344,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
345,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
346,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
347,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
348,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
349,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
350,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
351,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
352,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
353,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
354,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
355,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
356,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
357,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
358,Grassland,NULL,Wetland,NULL,NULL,Wetland,Grassland,NULL
359,Grassland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
360,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
361,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
362,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
363,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
364,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
365,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
366,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
367,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
368,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
369,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
370,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
371,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
372,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
373,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
374,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
375,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
376,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
377,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
378,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
379,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
380,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,NULL
381,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
382,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
383,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
384,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
385,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
386,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
387,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
388,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
389,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
390,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
391,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
392,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
393,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
394,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
395,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
396,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
397,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
398,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
399,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
402,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
403,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
404,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
405,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
406,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
407,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
408,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
409,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
410,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
411,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
412,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
413,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
414,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
415,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
416,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
417,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
418,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
419,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
420,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
421,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
422,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
423,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
424,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
425,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
426,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
427,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
428,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
429,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
430,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
431,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
432,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
433,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
434,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
435,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
436,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
437,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
438,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
439,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
440,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
441,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
442,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
443,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
444,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
445,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
446,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
447,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
449,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
450,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
451,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
452,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
453,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
454,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
455,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
456,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
457,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
458,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
459,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
460,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
461,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
462,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
463,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
464,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
465,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
466,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
467,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
468,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
469,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
470,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
471,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
472,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
473,Grassland,Forest,Water,NULL,Water,NULL,Water,NULL
474,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
475,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
476,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
477,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
486,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
487,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
488,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
489,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
490,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
491,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
492,Cropland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
493,Cropland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
494,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
495,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
496,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
497,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
498,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
499,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
500,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
501,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
502,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
503,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
504,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
505,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
506,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
507,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
508,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
510,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
511,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
512,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
513,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
514,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
515,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
516,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
517,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
518,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
519,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
520,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
521,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
522,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
523,Cropland,Water,Wetland,NULL,NULL,Wetland,Wetland,NULL
524,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
525,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
526,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
527,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
528,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
529,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
530,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
531,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
532,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
533,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
534,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
535,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
536,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
537,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
538,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
539,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
540,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
541,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
542,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
543,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
544,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
545,Wetland,NULL,Wetland,NULL,NULL,Wetland,Shrubland,NULL
546,Wetland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
547,Wetland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
548,Wetland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
549,Wetland,NULL,Wetland,NULL,NULL,Water,Water,NULL
550,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
551,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
552,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
553,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
554,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
555,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
556,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
557,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
558,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
559,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
560,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
561,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
562,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
563,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
564,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
565,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
566,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
567,Wetland,NULL,Water,NULL,NULL,Water,Water,NULL
568,Wetland,NULL,Water,NULL,Water,NULL,Water,NULL
569,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
570,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
571,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
572,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
573,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
574,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
575,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
576,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
577,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
578,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
579,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
580,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
581,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
582,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
583,Wetland,Wetland,Water,NULL,NULL,Water,Water,NULL
584,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
585,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
586,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
587,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
588,Wetland,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
589,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
590,Wetland,Water,Wetland,NULL,NULL,Wetland,Water,NULL
591,Wetland,Water,Wetland,NULL,NULL,Water,Water,NULL
592,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
593,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
594,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
595,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
596,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
597,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
598,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
599,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
600,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
601,Wetland,Water,Water,NULL,NULL,Water,Water,NULL
602,Wetland,Water,Water,NULL,Water,NULL,Water,NULL
603,Wetland,Water,Water,NULL,Water,Grassland,Water,NULL
604,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
605,Wetland,Water,Water,NULL,Water,Water,Water,NULL
606,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
607,Wetland,Forest,Wetland,NULL,NULL,Wetland,Water,NULL
608,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
609,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
610,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
611,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
612,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
613,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
614,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
615,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
616,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
617,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
